flag,cst_unn_id,bas_inf,act,zx
0,37850727,15,22,110
0,30606830,18,17,85
0,39025489,20,12,55
0,42231909,11,23,35
0,39419231,25,30,35
0,35256410,0,12,120
0,37157695,0,12,105
0,40378957,10,25,-20
0,34995843,5,12,120
0,41309923,28,22,80
0,40804258,17,27,-5
0,37269446,20,20,5
0,32512895,30,7,70
0,38184302,15,27,115
0,40459298,10,12,90
0,31353352,10,2,115
0,31353352,10,2,115
0,43921666,10,15,65
0,32192603,10,12,95
0,35294515,10,22,65
0,36227390,10,7,-25
0,37051812,41,2,105
0,36573120,5,10,-45
0,36565813,11,2,5
0,39133925,10,7,35
0,33661695,15,7,40
0,39941405,17,12,-25
0,37872553,10,20,120
0,34339389,15,22,120
0,34308707,17,17,70
0,41645660,20,7,35
0,36802147,10,22,120
0,32846517,16,17,85
0,40071974,36,22,10
0,38590534,38,22,90
0,37511011,27,7,5
0,41438278,13,20,-30
0,30752710,8,10,15
0,35215765,10,17,110
0,37637583,36,22,90
0,36461787,8,10,-40
0,35051848,10,22,105
0,34107441,8,12,115
0,34315186,5,2,110
0,33557297,8,25,120
0,30653459,8,17,45
0,31371198,10,18,15
0,38465939,4,7,75
0,30739412,35,7,25
0,36248668,20,12,-25
0,39142435,16,13,50
0,33778412,36,15,35
0,36343098,20,17,105
0,35717652,-3,12,80
0,34146941,10,12,105
0,32514739,6,2,55
0,32930678,30,2,120
0,33826502,5,12,65
0,33457548,35,10,-10
0,36617194,13,22,110
0,31910269,20,22,120
0,37847988,5,22,105
0,36532311,3,12,115
0,37866644,5,22,120
0,30949207,0,22,120
0,34306330,10,12,65
0,41277368,40,15,-45
0,36608935,15,22,115
0,37271514,20,25,105
0,35625218,10,7,115
0,40151380,10,7,110
0,36913299,11,12,105
0,34371006,8,-3,105
0,41093392,16,12,120
0,39127414,8,2,120
0,35325350,16,10,100
0,32100183,35,17,45
0,31562786,10,22,120
0,31381624,10,10,85
0,37851981,3,22,110
0,41005802,37,12,100
0,37862277,20,-3,85
0,38894992,3,25,40
0,35516301,20,22,75
0,37382038,6,10,105
0,32940644,25,17,110
0,40186138,38,20,0
0,30717036,8,25,105
0,39335004,8,17,80
0,37635276,15,10,75
0,37890106,13,7,120
0,34205354,10,-8,85
0,37594781,15,25,105
0,37495808,33,22,105
0,39853959,20,10,-35
0,35728442,10,22,110
0,34646680,10,12,80
0,38953823,15,7,20
0,37855614,6,12,90
0,40493766,45,22,105
0,34029094,13,22,115
0,36615323,11,12,115
0,37495822,43,25,105
0,34120651,10,20,25
0,30592199,8,12,110
0,33432649,15,15,60
0,40436252,5,10,5
0,35757847,5,7,-10
0,35748522,15,22,-5
0,31502762,8,27,105
0,36645513,13,20,85
0,37094956,5,2,75
0,35760590,10,7,70
0,40280704,20,25,55
0,43621960,20,25,35
0,37993947,16,10,65
0,32534260,20,12,60
0,31972267,15,25,105
0,36559979,15,2,5
0,35166059,5,12,110
0,41887737,10,17,-30
0,35276831,33,7,80
0,36628459,15,22,75
0,39495615,30,15,-20
0,40631811,10,7,50
0,41491021,10,15,35
0,41265419,5,22,105
0,37847898,8,22,95
0,43824626,25,30,40
0,41806838,7,25,105
0,43459445,5,22,90
0,32585920,15,22,115
0,35572332,0,25,55
0,36672736,15,22,120
0,30804506,40,22,120
0,36095594,5,10,15
0,30185910,10,22,110
0,41310073,15,0,-55
0,31769886,10,12,110
0,33672014,1,2,85
0,37441087,13,22,110
0,37130375,15,12,95
0,41314077,8,22,105
0,35262418,8,22,105
0,32337681,15,10,15
0,33549386,11,17,95
0,35862936,13,12,105
0,38229006,33,7,110
0,37074380,13,7,120
0,38989023,20,12,105
0,41104147,50,22,105
0,40112321,40,15,65
0,32101573,18,27,90
0,37117081,13,27,60
0,35778972,5,22,105
0,43788337,0,10,-10
0,40529902,10,2,70
0,39684018,25,25,35
0,39628669,6,22,60
0,36932404,10,15,55
0,41114887,20,20,80
0,33841561,10,-3,100
0,31629912,33,7,95
0,36102679,0,23,5
0,37189142,15,22,120
0,34359734,8,22,105
0,33741361,13,17,80
0,30809336,10,22,110
0,37103057,10,7,115
0,39186539,8,27,105
0,35569242,5,22,120
0,35165990,10,7,65
0,40478257,5,10,110
0,35735563,10,7,65
0,34278954,10,10,60
0,41615993,13,-3,105
0,40433853,20,12,45
0,40425327,35,22,105
0,33422672,16,22,120
0,35052692,10,27,105
0,41295269,10,12,110
0,41586594,45,15,90
0,40991710,45,22,100
0,38006192,10,7,50
0,32282413,15,22,105
0,32936688,13,17,25
0,32921233,15,2,55
0,39467606,8,12,105
0,37838547,11,17,105
0,36779995,13,22,115
0,38893903,10,15,50
0,41271286,25,8,5
0,41096867,40,25,105
0,37755411,10,10,70
0,41524960,25,22,60
0,39103469,33,25,55
0,34011297,38,20,40
0,32475125,45,22,105
0,30942957,10,15,105
0,42303100,10,10,50
0,39513057,26,22,105
0,34450268,13,27,110
0,41518027,8,20,70
0,35817178,10,22,110
0,38042560,15,22,115
0,35774932,10,12,110
0,31583084,15,22,85
0,36645086,8,12,110
0,32832563,8,15,-25
0,39553354,15,-3,105
0,32887690,10,22,15
0,32887690,10,22,15
0,30441265,30,25,50
0,35307995,32,10,65
0,35835500,21,15,105
0,36929898,10,5,35
0,40902307,10,22,110
0,36951137,15,18,0
0,41092340,5,2,15
0,37628649,15,12,105
0,33432674,12,7,90
0,37611615,15,-3,120
0,35973815,15,30,105
0,41752019,13,22,25
0,33660474,10,12,110
0,37869099,10,17,95
0,30969954,-2,22,115
0,30716751,17,12,100
0,30716751,17,12,100
0,41128079,38,22,85
0,34307045,10,22,115
0,34235586,35,23,15
0,41336105,31,17,90
0,39435126,15,7,105
0,37658222,10,12,105
0,35323089,6,7,90
0,40088641,-10,7,105
0,31781023,10,22,85
0,41894896,10,22,115
0,36729329,10,10,65
0,30551904,11,22,120
0,33650222,8,12,55
0,34014605,20,17,105
0,34187811,8,22,115
0,37830893,10,22,110
0,39794728,0,25,55
0,37496679,28,22,105
0,30589958,10,12,25
0,38025209,15,2,80
0,35141144,20,27,110
0,31902136,10,22,110
0,40999947,8,7,95
0,37833115,15,12,115
0,30635848,8,22,105
0,35115972,20,20,85
0,33409743,10,25,35
0,35152665,8,12,110
0,37888241,15,7,105
0,36536657,8,22,105
0,30657655,8,22,120
0,33515529,20,15,80
0,30973201,8,12,115
0,39293652,15,7,110
0,37194467,1,7,85
0,40615410,15,10,-5
0,37515992,13,22,105
0,39197820,15,22,105
0,36621427,8,22,110
0,34352754,15,15,105
0,41096009,10,25,15
0,41096009,10,25,15
0,36361237,5,22,-25
0,40527067,28,22,105
0,37860485,12,7,45
0,33782226,28,27,105
0,35942747,10,12,85
0,32635790,20,2,15
0,38289333,38,22,95
0,42954884,10,2,110
0,41522082,20,20,55
0,35089562,6,15,75
0,32576656,8,12,110
0,37717245,5,10,10
0,31497111,10,20,55
0,37862080,10,-3,115
0,35927260,15,23,20
0,35267427,13,12,115
0,35833831,10,12,85
0,37683728,15,10,95
0,41346888,36,20,40
0,37839113,25,20,75
0,35876042,10,22,75
0,42445888,10,10,-55
0,40896170,6,7,80
0,32050621,10,7,50
0,33446304,10,12,50
0,37862536,8,12,115
0,37853211,11,25,105
0,33826334,6,12,80
0,34581371,33,28,20
0,34993606,17,15,35
0,36986404,18,22,75
0,34993608,10,22,100
0,37509691,25,18,10
0,36529404,3,22,120
0,35091214,10,2,120
0,40212996,10,13,25
0,41082150,15,17,40
0,39738660,10,25,105
0,37413466,20,22,115
0,35296821,18,22,115
0,39380652,26,22,105
0,37516051,12,22,105
0,34450041,11,22,60
0,40280654,10,25,15
0,40774176,10,18,-35
0,33503888,10,22,105
0,41089084,10,18,65
0,39095304,10,12,90
0,34546898,10,22,90
0,36822699,3,22,115
0,39031188,45,12,50
0,41446361,37,10,15
0,37543874,10,15,-50
0,41715273,15,5,10
0,33637453,23,27,115
0,33587026,7,7,-35
0,32935554,13,28,35
0,39433318,40,25,100
0,30992548,8,27,115
0,39436460,43,25,55
0,40836150,6,10,-5
0,37269427,40,22,45
0,39201742,15,17,25
0,35456836,15,7,70
0,35775690,15,22,115
0,34950372,10,2,55
0,39738694,27,25,-25
0,35830732,5,17,75
0,42154445,13,20,-10
0,38289397,35,25,55
0,35267475,18,22,85
0,31847468,18,20,90
0,32930837,8,22,110
0,37252561,0,22,115
0,34003023,13,22,110
0,34309637,10,25,105
0,43905369,12,10,-85
0,37850721,10,12,80
0,33473548,-2,10,40
0,36731663,11,17,95
0,32447405,8,22,115
0,41103077,38,22,120
0,41087814,20,22,90
0,35850364,22,20,60
0,35875763,10,12,95
0,39493239,10,5,55
0,34071911,10,17,115
0,40859990,35,12,0
0,35605320,10,7,65
0,39108308,40,7,-10
0,33762528,33,15,-30
0,37159125,12,10,10
0,40946956,20,2,-30
0,35834087,13,7,110
0,37511218,15,15,120
0,31591274,28,22,110
0,35412198,10,25,75
0,34339382,10,12,95
0,41549431,10,2,105
0,34194737,28,22,85
0,31657783,33,12,90
0,42625587,20,20,105
0,30862990,8,22,105
0,33669439,20,17,115
0,30778913,13,22,120
0,36699946,18,7,115
0,37165888,10,2,120
0,40140467,15,7,110
0,37247904,50,28,0
0,35895196,0,12,15
0,31593725,8,22,120
0,34500173,18,17,75
0,33839762,20,2,75
0,41666545,14,12,25
0,36866901,28,27,110
0,43729389,9,20,25
0,36814926,38,25,35
0,32024572,15,25,120
0,37860520,10,12,-5
0,36815729,40,10,100
0,37829961,15,-13,40
0,41365897,15,7,0
0,37051199,15,22,105
0,41131807,10,22,110
0,40672549,16,10,-30
0,34050297,10,20,100
0,37172710,25,-5,25
0,34300990,8,7,15
0,34707223,10,17,115
0,34029686,10,12,45
0,37943505,20,5,-10
0,32172393,3,22,110
0,33446053,18,12,120
0,30881741,8,22,105
0,37853409,15,12,85
0,32035325,21,22,110
0,30748169,22,12,105
0,36822704,26,22,105
0,37838689,1,2,95
0,37377719,13,22,90
0,40516215,35,18,25
0,43046979,1,22,45
0,41855487,41,20,-15
0,40725976,1,-3,35
0,35825674,10,22,115
0,33691550,10,22,105
0,31338169,42,27,105
0,40497088,12,3,0
0,36290191,10,25,110
0,37848047,10,17,110
0,41188098,6,15,45
0,39146880,25,12,65
0,35926691,10,17,115
0,39645171,11,7,30
0,31938530,10,17,90
0,37277525,10,0,0
0,31017299,8,22,110
0,37868727,15,2,110
0,39232449,31,5,0
0,35570882,15,12,105
0,37068554,42,12,120
0,40806000,10,7,80
0,37276295,10,12,115
0,41654298,20,7,105
0,37140835,10,12,105
0,36628439,16,22,105
0,31986134,13,17,105
0,37827650,10,-8,45
0,40480525,15,23,60
0,37845074,15,22,105
0,33604329,10,22,115
0,37625197,40,17,-5
0,31616700,15,22,120
0,40169541,11,10,-20
0,40980217,8,12,105
0,35833901,10,12,100
0,40729163,17,15,5
0,35115915,10,2,120
0,36838370,15,30,20
0,43664016,8,10,-55
0,41788464,15,22,90
0,32092743,10,12,35
0,34919859,15,30,10
0,34114348,6,12,50
0,35935885,12,17,75
0,33643237,6,7,50
0,37863417,15,17,95
0,40897506,10,17,105
0,38202406,35,20,10
0,42305489,17,12,0
0,31652635,10,15,75
0,32424574,10,12,120
0,40223989,15,17,15
0,34311642,13,15,55
0,32201554,20,12,-5
0,34597552,8,12,105
0,36152993,15,25,105
0,40826107,5,25,80
0,36811261,8,22,115
0,36617574,25,10,40
0,34407102,16,12,105
0,35163545,15,12,105
0,40429001,17,17,80
0,38018224,1,7,55
0,37227013,15,15,70
0,33894703,15,15,105
0,30078292,8,22,115
0,30797683,10,17,115
0,32958997,10,17,85
0,33733967,6,7,80
0,37841628,15,22,110
0,43842510,21,7,45
0,35977823,10,7,110
0,34101935,10,15,100
0,34049105,15,25,105
0,34030659,15,7,100
0,31900757,15,10,110
0,41592881,15,15,110
0,37632702,10,7,20
0,35409103,15,25,45
0,40913900,-3,12,120
0,37862703,15,7,95
0,36524556,33,22,120
0,40594897,52,30,55
0,34383308,6,7,75
0,34266623,10,7,105
0,37607719,8,-3,120
0,39739610,40,13,-30
0,37840454,15,22,115
0,39236497,50,25,50
0,42195813,20,18,5
0,34994116,15,17,120
0,35186988,10,17,80
0,35142760,10,10,115
0,37157814,13,12,115
0,37840455,13,12,55
0,42305560,15,3,-5
0,40628269,15,12,75
0,43142786,10,10,-25
0,34193766,10,17,110
0,36019935,10,2,105
0,34205491,15,22,120
0,32452025,10,15,120
0,32959249,55,22,100
0,36021115,15,10,5
0,34772674,-2,20,60
0,34007880,10,17,70
0,41119460,30,22,90
0,33432007,23,12,110
0,31436629,8,7,95
0,39579654,10,5,5
0,39140894,30,7,65
0,41472317,30,12,80
0,37059818,5,20,30
0,40176196,15,28,40
0,39320492,35,22,15
0,38538230,2,17,-40
0,36476961,25,12,15
0,33929738,16,22,105
0,32567557,15,2,115
0,30584705,13,12,120
0,39422743,16,12,105
0,36505601,16,12,90
0,31607689,8,17,95
0,33790204,30,20,60
0,35936181,10,15,95
0,30972650,15,2,5
0,37850438,6,12,120
0,39334220,10,20,120
0,42235550,15,12,55
0,35187033,5,22,110
0,30116356,8,17,65
0,36779980,5,12,120
0,39059141,11,12,35
0,35788959,10,7,120
0,39361419,41,7,-5
0,37661078,10,22,115
0,39005586,6,7,5
0,38953828,8,20,-55
0,42682446,15,7,80
0,42215499,10,7,110
0,41120937,10,22,110
0,38620035,5,20,-35
0,36815613,45,22,-10
0,36682378,28,12,110
0,34294058,10,10,120
0,37861812,13,-3,120
0,33562435,30,25,90
0,36926733,37,15,20
0,40206720,16,22,105
0,34360610,10,22,115
0,41557522,17,0,30
0,40436105,23,15,0
0,37847112,8,7,30
0,32273280,8,15,55
0,35977291,10,17,115
0,41549602,25,10,95
0,32408104,8,12,120
0,43865855,5,18,-10
0,35265928,17,17,105
0,34216134,25,25,-45
0,34092051,8,10,-25
0,42060605,15,12,110
0,37143223,30,15,60
0,36645696,8,27,110
0,39177876,15,12,75
0,40895914,10,22,105
0,37391705,40,10,110
0,37508372,28,20,65
0,33678136,27,15,-20
0,42425141,40,17,45
0,35927205,6,17,110
0,34146115,15,22,120
0,36488554,10,17,90
0,38847335,10,7,10
0,34181396,15,12,75
0,37625073,8,17,105
0,33586307,8,22,110
0,33557286,15,22,55
0,37935866,10,12,120
0,40480768,35,2,110
0,35684452,10,22,115
0,36343532,15,22,105
0,42683338,10,10,20
0,33477133,3,12,120
0,34070926,8,22,120
0,41668712,20,10,35
0,35166125,7,12,110
0,35835896,15,22,120
0,39019571,10,12,110
0,34507694,8,22,105
0,35267136,10,10,0
0,41047961,1,25,-5
0,30776719,40,17,105
0,37248852,31,22,100
0,43768863,5,33,-20
0,43621444,25,22,60
0,35892041,5,22,95
0,37248855,30,15,-60
0,43700031,5,10,45
0,38009896,12,20,-20
0,34573771,5,22,110
0,41124362,13,12,110
0,40999086,10,17,90
0,34146333,10,12,115
0,39103557,33,12,25
0,41091622,7,2,80
0,36822385,20,15,20
0,38817991,10,17,-5
0,39195829,35,20,70
0,37753940,20,12,95
0,41596056,40,22,120
0,37860068,15,22,115
0,43116380,13,22,115
0,41160112,8,22,120
0,40623535,16,17,105
0,36901432,12,-3,45
0,42181357,6,15,110
0,37841893,11,17,115
0,35024551,15,2,120
0,39414992,40,-10,-20
0,37167966,5,0,90
0,39116095,25,2,-80
0,35165846,10,12,70
0,34668940,6,22,110
0,32314360,15,27,95
0,35845742,31,25,55
0,35802920,15,22,105
0,32158158,15,22,110
0,34238687,15,28,25
0,39695564,1,22,115
0,35618736,10,17,95
0,35792941,11,22,100
0,43241473,10,12,95
0,40659718,30,25,55
0,35751702,30,22,110
0,35913595,10,7,5
0,34107340,35,25,35
0,43876281,10,7,35
0,39126659,15,27,100
0,40211636,15,22,110
0,37514670,22,32,80
0,30593426,28,22,105
0,34305580,12,2,-30
0,38745034,-10,10,-5
0,33790213,45,12,120
0,30654149,8,22,110
0,37413509,20,30,55
0,31583501,15,22,120
0,36682809,8,20,105
0,36295818,15,22,115
0,35228761,10,10,25
0,38574163,5,20,15
0,35804072,15,12,105
0,39535929,15,28,50
0,40412880,35,25,35
0,37870084,10,17,90
0,41576976,5,25,-25
0,32419020,15,7,75
0,39082445,31,27,75
0,34370741,10,7,120
0,40179071,5,12,85
0,39438262,45,2,45
0,41806837,10,12,55
0,32067753,15,22,110
0,35014936,17,7,105
0,37874930,18,15,65
0,32479532,8,30,50
0,37830877,8,25,60
0,35410190,15,15,-25
0,39535943,15,12,85
0,40499007,38,17,20
0,32548179,15,12,110
0,39165586,33,12,80
0,41037795,20,12,65
0,43611270,5,25,-20
0,40426625,20,22,55
0,34374686,8,15,55
0,30696506,15,7,120
0,37733033,10,7,115
0,35735466,10,12,120
0,37154144,15,-7,70
0,33286423,47,15,55
0,37888989,25,-5,50
0,40541116,15,15,120
0,40591067,1,2,65
0,36563810,10,25,-10
0,34058365,15,22,115
0,32589865,8,22,115
0,34041940,15,22,120
0,33564653,47,5,-10
0,42687671,10,7,35
0,43499732,13,-3,115
0,39277342,20,17,85
0,41661144,15,10,55
0,37600120,25,0,25
0,39782585,26,-5,65
0,34370761,8,12,120
0,37865181,10,10,30
0,33615724,13,12,120
0,42539716,17,17,35
0,40324844,17,22,20
0,41118598,13,22,105
0,36608105,15,22,105
0,39737819,15,12,115
0,34022532,10,22,110
0,39488690,15,2,0
0,41365675,20,10,5
0,40287521,27,25,10
0,37866432,5,15,10
0,40423673,15,12,30
0,41260121,15,30,-5
0,33712816,15,12,55
0,40479438,15,17,120
0,37165539,12,7,90
0,38595539,10,10,80
0,39557189,1,10,-30
0,34310280,10,22,120
0,32890614,5,22,120
0,41493114,15,-10,25
0,39661831,10,5,75
0,40428254,5,10,60
0,36701441,35,15,40
0,36296550,20,32,105
0,32959516,13,27,65
0,37867263,15,22,70
0,40989264,25,18,40
0,39321535,50,25,40
0,30863072,8,15,115
0,33187517,15,12,-20
0,37125117,10,-5,5
0,37481275,3,12,70
0,41348474,30,17,95
0,35624863,13,10,-25
0,37184836,25,30,110
0,35300222,0,13,35
0,41088895,18,22,65
0,38485852,35,12,120
0,35804466,11,7,115
0,32588374,13,12,110
0,34788404,10,-3,95
0,33135544,30,7,15
0,37887940,13,12,110
0,35814411,10,12,40
0,36923088,50,17,115
0,34272643,10,22,55
0,35239469,15,7,100
0,41314211,15,-8,125
0,41094469,35,22,105
0,41226303,13,12,110
0,35771730,15,22,105
0,33461820,30,12,120
0,35771732,13,22,90
0,36932246,25,12,45
0,40694029,5,20,60
0,30485262,13,12,105
0,37001551,10,2,55
0,37871123,10,10,95
0,35052810,10,7,-25
0,39432081,45,22,45
0,34031166,13,7,90
0,35862651,15,12,115
0,39125699,15,12,115
0,37404622,20,12,55
0,40689272,5,12,15
0,34052183,43,22,120
0,31859770,23,7,90
0,35771762,5,22,120
0,40222981,37,12,80
0,39705830,35,17,-10
0,33650165,8,22,110
0,35267484,10,22,120
0,34938480,10,22,105
0,37755246,25,12,100
0,37720956,45,17,90
0,35765599,15,12,120
0,41082039,10,7,105
0,33439234,16,22,110
0,42337035,30,20,75
0,37866810,15,-3,115
0,39451203,25,7,10
0,35543360,10,22,110
0,30818357,37,20,40
0,37174611,21,17,-5
0,37884235,16,0,25
0,40977463,11,7,10
0,37890571,16,22,120
0,36431198,10,7,105
0,30123174,18,17,95
0,39298147,17,-10,-15
0,37015900,15,22,110
0,34358033,13,7,105
0,42515053,10,17,55
0,37251621,10,17,105
0,35834527,6,2,5
0,34993515,18,22,115
0,39693078,40,15,-10
0,40188053,40,12,70
0,32890555,5,22,85
0,35143748,8,17,45
0,35830770,10,7,95
0,36999575,15,22,120
0,30406439,20,12,70
0,32240862,15,12,110
0,33986368,35,25,115
0,35296894,8,22,120
0,41082674,15,17,110
0,37191716,13,15,55
0,32582766,8,22,110
0,36402280,10,0,0
0,35852417,15,-3,115
0,32959446,10,25,45
0,35218975,15,22,120
0,32559942,30,10,110
0,37515155,10,23,35
0,43993714,10,25,90
0,35091110,5,27,110
0,39681982,15,-2,-65
0,36966855,10,17,85
0,35633318,28,30,55
0,34355675,8,22,120
0,39201612,25,17,75
0,33659741,1,7,105
0,32824470,50,2,-85
0,38390317,15,12,85
0,32436084,10,7,50
0,30665805,10,25,80
0,39444704,17,12,80
0,39681828,13,22,110
0,30112123,15,5,30
0,37194247,15,2,105
0,39406786,10,12,90
0,42013643,10,22,85
0,37395477,6,-3,0
0,37067312,10,22,95
0,35936977,10,25,65
0,40974975,11,7,40
0,40442146,7,7,30
0,32890413,8,17,115
0,37859897,10,12,115
0,39139318,17,8,80
0,40565405,16,10,35
0,34374812,8,7,100
0,32387533,10,2,35
0,38039528,45,23,60
0,39733256,18,7,50
0,37167088,15,20,100
0,36343614,15,22,110
0,43853863,8,22,25
0,35219006,15,25,45
0,34374371,10,-3,80
0,31580866,10,17,110
0,37633281,5,27,115
0,39795350,16,12,45
0,39705891,10,12,120
0,36607147,10,22,105
0,39601292,15,22,110
0,33686365,8,-3,115
0,35825708,35,12,115
0,36642700,15,10,20
0,40914319,15,22,105
0,37625819,15,30,120
0,32074585,8,7,105
0,39485216,17,5,5
0,35117221,13,12,120
0,37863283,15,22,100
0,42167472,35,15,65
0,31620430,15,22,125
0,36925686,45,22,80
0,37870105,40,28,55
0,33525320,5,22,95
0,35425039,10,25,85
0,39530938,30,22,75
0,35021788,20,12,120
0,37167405,20,22,85
0,37866120,10,7,60
0,30723446,10,15,80
0,42122460,10,-5,15
0,43785446,21,5,-65
0,37166787,26,20,95
0,37826904,8,22,110
0,37382737,10,17,105
0,35740587,8,22,105
0,37633610,13,22,115
0,40978191,15,7,75
0,36147020,17,2,65
0,32080644,10,7,95
0,41310719,30,25,40
0,35929143,10,20,0
0,33392567,5,23,30
0,30442102,23,10,30
0,30492053,20,12,110
0,33480311,10,7,35
0,37426234,15,12,110
0,39437068,40,7,5
0,36923201,35,22,55
0,38887361,10,22,30
0,30042797,10,22,120
0,37057112,17,15,-15
0,35052175,18,2,20
0,36350652,10,22,110
0,42487445,10,22,105
0,40553175,8,22,110
0,40939168,10,15,110
0,37826932,17,22,60
0,39453359,15,15,115
0,37201794,28,22,100
0,35861671,15,7,105
0,40413735,48,22,105
0,43758736,5,15,15
0,35052626,10,7,110
0,41532961,15,7,30
0,30937195,15,-8,120
0,33515251,0,22,120
0,35121715,10,12,40
0,42322627,25,28,10
0,35892049,10,-3,120
0,31620898,10,2,75
0,34568018,10,22,105
0,36621401,13,22,120
0,37833108,8,17,110
0,38041041,10,7,115
0,36267739,28,22,105
0,39359534,11,22,115
0,37840236,5,22,90
0,35692026,20,12,25
0,33535295,13,7,95
0,40280766,20,22,60
0,37630310,15,7,90
0,36055176,8,12,120
0,30325862,10,2,110
0,37046652,8,22,125
0,33617320,10,25,80
0,35112995,5,27,115
0,37424328,25,7,115
0,42959435,15,22,95
0,33708996,10,12,95
0,40272855,30,17,105
0,40271900,30,2,100
0,34617518,10,22,115
0,37474729,11,12,65
0,37925584,13,17,115
